Date : 2024-03-15 17:17:45
Directory : e:\MyDrive\server-monitor
Total : 216 files,  1342 codes, -271 comments, 184 blanks, all 1255 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| ..\my-drive\src\main\utils\api                                                         |          5 |        -46 |        -16 |        -14 |        -76 |
| ..\my-drive\src\main\utils\api (Files)                                                 |          1 |         -4 |          0 |         -1 |         -5 |
| ..\my-drive\src\main\utils\api\common                                                  |          1 |         -6 |          0 |         -3 |         -9 |
| ..\my-drive\src\main\utils\api\log                                                     |          1 |        -11 |         -4 |         -3 |        -18 |
| ..\my-drive\src\main\utils\api\os                                                      |          1 |        -10 |         -4 |         -3 |        -17 |
| ..\my-drive\src\main\utils\api\ws                                                      |          1 |        -15 |         -8 |         -4 |        -27 |
| ..\my-drive\src\main\utils\cos                                                         |          2 |        -21 |          0 |         -8 |        -29 |
| ..\my-drive\src\main\utils\http                                                        |          1 |        -27 |          0 |         -9 |        -36 |
| ..\my-drive\src\preload                                                                |          7 |       -146 |        -17 |        -31 |       -194 |
| ..\my-drive\src\preload (Files)                                                        |          2 |        -39 |         -8 |         -5 |        -52 |
| ..\my-drive\src\preload\api                                                            |          4 |       -106 |         -9 |        -25 |       -140 |
| ..\my-drive\src\preload\api (Files)                                                    |          1 |         -9 |          0 |         -3 |        -12 |
| ..\my-drive\src\preload\api\handle                                                     |          1 |        -32 |         -5 |         -7 |        -44 |
| ..\my-drive\src\preload\api\on                                                         |          2 |        -65 |         -4 |        -15 |        -84 |
| ..\my-drive\src\preload\typings                                                        |          1 |         -1 |          0 |         -1 |         -2 |
| ..\my-drive\src\renderer                                                               |         64 |     -2,940 |       -833 |       -367 |     -4,140 |
| ..\my-drive\src\renderer (Files)                                                       |          3 |        -62 |        -12 |         -6 |        -80 |
| ..\my-drive\src\renderer\src                                                           |         61 |     -2,878 |       -821 |       -361 |     -4,060 |
| ..\my-drive\src\renderer\src (Files)                                                   |          2 |        -32 |          0 |         -8 |        -40 |
| ..\my-drive\src\renderer\src\assets                                                    |          7 |       -229 |        -29 |        -37 |       -295 |
| ..\my-drive\src\renderer\src\assets (Files)                                            |          1 |        -34 |          0 |         -1 |        -35 |
| ..\my-drive\src\renderer\src\assets\css                                                |          6 |       -195 |        -29 |        -36 |       -260 |
| ..\my-drive\src\renderer\src\components                                                |          7 |       -368 |          0 |        -41 |       -409 |
| ..\my-drive\src\renderer\src\components (Files)                                        |          1 |        -12 |          0 |         -3 |        -15 |
| ..\my-drive\src\renderer\src\components\card                                           |          1 |        -43 |          0 |         -3 |        -46 |
| ..\my-drive\src\renderer\src\components\menu                                           |          3 |       -146 |          0 |        -16 |       -162 |
| ..\my-drive\src\renderer\src\components\pagination                                     |          1 |       -139 |          0 |        -16 |       -155 |
| ..\my-drive\src\renderer\src\components\progress                                       |          1 |        -28 |          0 |         -3 |        -31 |
| ..\my-drive\src\renderer\src\composables                                               |          6 |        -81 |        -49 |        -27 |       -157 |
| ..\my-drive\src\renderer\src\composables (Files)                                       |          2 |        -23 |          0 |         -6 |        -29 |
| ..\my-drive\src\renderer\src\composables\common                                        |          2 |        -35 |          0 |         -6 |        -41 |
| ..\my-drive\src\renderer\src\composables\menu                                          |          1 |        -23 |          0 |         -5 |        -28 |
| ..\my-drive\src\renderer\src\composables\server                                        |          1 |          0 |        -49 |        -10 |        -59 |
| ..\my-drive\src\renderer\src\directive                                                 |          1 |        -39 |        -12 |        -10 |        -61 |
| ..\my-drive\src\renderer\src\layouts                                                   |          1 |         -5 |          0 |         -3 |         -8 |
| ..\my-drive\src\renderer\src\layouts\common                                            |          1 |         -5 |          0 |         -3 |         -8 |
| ..\my-drive\src\renderer\src\plugins                                                   |          6 |       -244 |         -3 |        -16 |       -263 |
| ..\my-drive\src\renderer\src\plugins (Files)                                           |          1 |        -12 |          0 |         -4 |        -16 |
| ..\my-drive\src\renderer\src\plugins\i18n                                              |          2 |       -218 |          0 |         -5 |       -223 |
| ..\my-drive\src\renderer\src\plugins\pinia                                             |          1 |         -7 |          0 |         -3 |        -10 |
| ..\my-drive\src\renderer\src\plugins\style                                             |          1 |         -5 |          0 |         -2 |         -7 |
| ..\my-drive\src\renderer\src\plugins\terminal                                          |          1 |         -2 |         -3 |         -2 |         -7 |
| ..\my-drive\src\renderer\src\router                                                    |          1 |        -79 |         -6 |         -4 |        -89 |
| ..\my-drive\src\renderer\src\store                                                     |          3 |       -231 |        -46 |        -34 |       -311 |
| ..\my-drive\src\renderer\src\store (Files)                                             |          1 |         -2 |          0 |         -1 |         -3 |
| ..\my-drive\src\renderer\src\store\config                                              |          1 |        -83 |         -5 |        -15 |       -103 |
| ..\my-drive\src\renderer\src\store\server                                              |          1 |       -146 |        -41 |        -18 |       -205 |
| ..\my-drive\src\renderer\src\typings                                                   |          6 |        -75 |         -2 |        -16 |        -93 |
| ..\my-drive\src\renderer\src\utils                                                     |          6 |        -93 |        -11 |        -21 |       -125 |
| ..\my-drive\src\renderer\src\utils\img                                                 |          2 |        -25 |         -1 |         -8 |        -34 |
| ..\my-drive\src\renderer\src\utils\os                                                  |          1 |        -17 |         -1 |         -3 |        -21 |
| ..\my-drive\src\renderer\src\utils\size                                                |          1 |        -12 |         -3 |         -2 |        -17 |
| ..\my-drive\src\renderer\src\utils\store                                               |          1 |        -10 |         -1 |         -3 |        -14 |
| ..\my-drive\src\renderer\src\utils\time                                                |          1 |        -29 |         -5 |         -5 |        -39 |
| ..\my-drive\src\renderer\src\views                                                     |         15 |     -1,402 |       -663 |       -144 |     -2,209 |
| ..\my-drive\src\renderer\src\views\firewall                                            |          1 |        -17 |          0 |         -5 |        -22 |
| ..\my-drive\src\renderer\src\views\home                                                |          2 |       -156 |         -1 |        -19 |       -176 |
| ..\my-drive\src\renderer\src\views\home (Files)                                        |          1 |        -57 |         -1 |         -5 |        -63 |
| ..\my-drive\src\renderer\src\views\home\components                                     |          1 |        -99 |          0 |        -14 |       -113 |
| ..\my-drive\src\renderer\src\views\index                                               |          2 |       -392 |       -486 |        -32 |       -910 |
| ..\my-drive\src\renderer\src\views\index (Files)                                       |          1 |       -202 |       -244 |        -16 |       -462 |
| ..\my-drive\src\renderer\src\views\index\components                                    |          1 |       -190 |       -242 |        -16 |       -448 |
| ..\my-drive\src\renderer\src\views\log                                                 |          4 |       -304 |         -1 |        -30 |       -335 |
| ..\my-drive\src\renderer\src\views\log (Files)                                         |          1 |        -47 |         -1 |         -5 |        -53 |
| ..\my-drive\src\renderer\src\views\log\components                                      |          3 |       -257 |          0 |        -25 |       -282 |
| ..\my-drive\src\renderer\src\views\setting                                             |          3 |       -212 |          0 |        -24 |       -236 |
| ..\my-drive\src\renderer\src\views\setting (Files)                                     |          1 |        -58 |          0 |        -11 |        -69 |
| ..\my-drive\src\renderer\src\views\setting\components                                  |          2 |       -154 |          0 |        -13 |       -167 |
| ..\my-drive\src\renderer\src\views\terminal                                            |          2 |       -313 |         -1 |        -27 |       -341 |
| ..\my-drive\src\renderer\src\views\terminal (Files)                                    |          1 |       -172 |         -1 |        -18 |       -191 |
| ..\my-drive\src\renderer\src\views\terminal\components                                 |          1 |       -141 |          0 |         -9 |       -150 |
| ..\my-drive\src\renderer\src\views\test                                                |          1 |         -8 |       -174 |         -7 |       -189 |
| src                                                                                    |        100 |      4,737 |        638 |        667 |      6,042 |
| src\main                                                                               |         21 |        427 |         90 |        107 |        624 |
| src\main (Files)                                                                       |          1 |         40 |         20 |         12 |         72 |
| src\main\ipc                                                                           |          3 |        156 |         26 |         25 |        207 |
| src\main\model                                                                         |          1 |         21 |          1 |          9 |         31 |
| src\main\model\menu                                                                    |          1 |         21 |          1 |          9 |         31 |
| src\main\plugins                                                                       |          3 |         22 |          0 |          9 |         31 |
| src\main\store                                                                         |          1 |          3 |          0 |          3 |          6 |
| src\main\typings                                                                       |          3 |         33 |          1 |          7 |         41 |
| src\main\utils                                                                         |          8 |        126 |         40 |         37 |        203 |
| src\main\utils\api                                                                     |          5 |         41 |         16 |         14 |         71 |
| src\main\utils\api (Files)                                                             |          1 |          4 |          0 |          1 |          5 |
| src\main\utils\api\common                                                              |          1 |          6 |          0 |          3 |          9 |
| src\main\utils\api\log                                                                 |          1 |         11 |          4 |          3 |         18 |
| src\main\utils\api\os                                                                  |          1 |          5 |          4 |          3 |         12 |
| src\main\utils\api\ws                                                                  |          1 |         15 |          8 |          4 |         27 |
| src\main\utils\http                                                                    |          1 |         27 |          0 |          9 |         36 |
| src\main\utils\tencent                                                                 |          2 |         58 |         24 |         14 |         96 |
| src\main\windows                                                                       |          1 |         26 |          2 |          5 |         33 |
| src\preload                                                                            |          7 |        143 |        144 |         44 |        331 |
| src\preload (Files)                                                                    |          2 |         51 |          6 |          7 |         64 |
| src\preload\api                                                                        |          3 |         84 |        138 |         35 |        257 |
| src\preload\api (Files)                                                                |          1 |          9 |          0 |          4 |         13 |
| src\preload\api\handle                                                                 |          1 |         26 |         57 |         16 |         99 |
| src\preload\api\on                                                                     |          1 |         49 |         81 |         15 |        145 |
| src\preload\typings                                                                    |          2 |          8 |          0 |          2 |         10 |
| src\renderer                                                                           |         72 |      4,167 |        404 |        516 |      5,087 |
| src\renderer (Files)                                                                   |          3 |         68 |         12 |          6 |         86 |
| src\renderer\src                                                                       |         69 |      4,099 |        392 |        510 |      5,001 |
| src\renderer\src (Files)                                                               |          2 |         20 |          0 |          6 |         26 |
| src\renderer\src\assets                                                                |          7 |        249 |         31 |         39 |        319 |
| src\renderer\src\assets (Files)                                                        |          1 |         34 |          0 |          1 |         35 |
| src\renderer\src\assets\css                                                            |          6 |        215 |         31 |         38 |        284 |
| src\renderer\src\components                                                            |          9 |        581 |          0 |         66 |        647 |
| src\renderer\src\components (Files)                                                    |          1 |         12 |          0 |          3 |         15 |
| src\renderer\src\components\card                                                       |          1 |         43 |          0 |          3 |         46 |
| src\renderer\src\components\checkbox                                                   |          1 |         48 |          0 |          7 |         55 |
| src\renderer\src\components\menu                                                       |          3 |        146 |          0 |         16 |        162 |
| src\renderer\src\components\pagination                                                 |          1 |        139 |          0 |         16 |        155 |
| src\renderer\src\components\progress                                                   |          1 |         28 |          0 |          3 |         31 |
| src\renderer\src\components\tabbed                                                     |          1 |        165 |          0 |         18 |        183 |
| src\renderer\src\composables                                                           |          6 |         95 |         49 |         29 |        173 |
| src\renderer\src\composables (Files)                                                   |          2 |         23 |          0 |          6 |         29 |
| src\renderer\src\composables\common                                                    |          2 |         49 |          0 |          8 |         57 |
| src\renderer\src\composables\menu                                                      |          1 |         23 |          0 |          5 |         28 |
| src\renderer\src\composables\server                                                    |          1 |          0 |         49 |         10 |         59 |
| src\renderer\src\directive                                                             |          1 |         39 |         12 |         10 |         61 |
| src\renderer\src\layouts                                                               |          1 |          5 |          0 |          3 |          8 |
| src\renderer\src\layouts\common                                                        |          1 |          5 |          0 |          3 |          8 |
| src\renderer\src\plugins                                                               |          6 |        306 |          3 |         16 |        325 |
| src\renderer\src\plugins (Files)                                                       |          1 |         12 |          0 |          4 |         16 |
| src\renderer\src\plugins\i18n                                                          |          2 |        280 |          0 |          5 |        285 |
| src\renderer\src\plugins\pinia                                                         |          1 |          7 |          0 |          3 |         10 |
| src\renderer\src\plugins\style                                                         |          1 |          5 |          0 |          2 |          7 |
| src\renderer\src\plugins\terminal                                                      |          1 |          2 |          3 |          2 |          7 |
| src\renderer\src\router                                                                |          1 |         83 |          6 |          4 |         93 |
| src\renderer\src\store                                                                 |          5 |        328 |        121 |         66 |        515 |
| src\renderer\src\store (Files)                                                         |          1 |          4 |          0 |          1 |          5 |
| src\renderer\src\store\config                                                          |          2 |        134 |         75 |         32 |        241 |
| src\renderer\src\store\firewall                                                        |          1 |        112 |         30 |         13 |        155 |
| src\renderer\src\store\server                                                          |          1 |         78 |         16 |         20 |        114 |
| src\renderer\src\typings                                                               |          6 |        115 |          3 |         22 |        140 |
| src\renderer\src\utils                                                                 |          6 |         93 |         11 |         21 |        125 |
| src\renderer\src\utils\img                                                             |          2 |         25 |          1 |          8 |         34 |
| src\renderer\src\utils\os                                                              |          1 |         17 |          1 |          3 |         21 |
| src\renderer\src\utils\size                                                            |          1 |         12 |          3 |          2 |         17 |
| src\renderer\src\utils\store                                                           |          1 |         10 |          1 |          3 |         14 |
| src\renderer\src\utils\time                                                            |          1 |         29 |          5 |          5 |         39 |
| src\renderer\src\views                                                                 |         19 |      2,185 |        156 |        228 |      2,569 |
| src\renderer\src\views\firewall                                                        |          3 |        621 |          0 |         67 |        688 |
| src\renderer\src\views\firewall (Files)                                                |          1 |        228 |          0 |         22 |        250 |
| src\renderer\src\views\firewall\components                                             |          2 |        393 |          0 |         45 |        438 |
| src\renderer\src\views\home                                                            |          2 |        193 |          1 |         22 |        216 |
| src\renderer\src\views\home (Files)                                                    |          1 |         77 |          1 |          8 |         86 |
| src\renderer\src\views\home\components                                                 |          1 |        116 |          0 |         14 |        130 |
| src\renderer\src\views\index                                                           |          2 |        385 |          0 |         30 |        415 |
| src\renderer\src\views\index (Files)                                                   |          1 |        197 |          0 |         13 |        210 |
| src\renderer\src\views\index\components                                                |          1 |        188 |          0 |         17 |        205 |
| src\renderer\src\views\log                                                             |          4 |        346 |          1 |         36 |        383 |
| src\renderer\src\views\log (Files)                                                     |          1 |         61 |          1 |          6 |         68 |
| src\renderer\src\views\log\components                                                  |          3 |        285 |          0 |         30 |        315 |
| src\renderer\src\views\setting                                                         |          4 |        343 |          0 |         37 |        380 |
| src\renderer\src\views\setting (Files)                                                 |          1 |         63 |          0 |         11 |         74 |
| src\renderer\src\views\setting\components                                              |          3 |        280 |          0 |         26 |        306 |
| src\renderer\src\views\terminal                                                        |          2 |        280 |        154 |         27 |        461 |
| src\renderer\src\views\terminal (Files)                                                |          1 |        130 |        153 |         17 |        300 |
| src\renderer\src\views\terminal\components                                             |          1 |        150 |          1 |         10 |        161 |
| src\renderer\src\views\test                                                            |          2 |         17 |          0 |          9 |         26 |
+----------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                               | language           | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| e:\MyDrive\my-drive\.eslintrc.cjs                                                      | JavaScript         |        -15 |         -1 |         -2 |        -18 |
| e:\MyDrive\my-drive\.prettierignore                                                    | Ignore             |         -6 |          0 |         -1 |         -7 |
| e:\MyDrive\my-drive\.prettierrc.yaml                                                   | YAML               |         -4 |          0 |         -1 |         -5 |
| e:\MyDrive\my-drive\README.md                                                          | Markdown           |        -22 |          0 |        -13 |        -35 |
| e:\MyDrive\my-drive\demo.js                                                            | JavaScript         |        -24 |          0 |         -5 |        -29 |
| e:\MyDrive\my-drive\dev-app-update.yml                                                 | YAML               |         -3 |          0 |         -1 |         -4 |
| e:\MyDrive\my-drive\electron-builder.yml                                               | YAML               |        -43 |          0 |         -1 |        -44 |
| e:\MyDrive\my-drive\electron.vite.config.ts                                            | TypeScript         |        -21 |          0 |         -2 |        -23 |
| e:\MyDrive\my-drive\package.json                                                       | JSON               |        -71 |          0 |         -1 |        -72 |
| e:\MyDrive\my-drive\pnpm-lock.yaml                                                     | YAML               |     -4,121 |          0 |       -621 |     -4,742 |
| e:\MyDrive\my-drive\src\main\index.ts                                                  | TypeScript         |        -51 |        -31 |        -13 |        -95 |
| e:\MyDrive\my-drive\src\main\ipc\handle.ts                                             | TypeScript         |        -26 |         -8 |         -7 |        -41 |
| e:\MyDrive\my-drive\src\main\ipc\index.ts                                              | TypeScript         |         -2 |          0 |         -1 |         -3 |
| e:\MyDrive\my-drive\src\main\ipc\on.ts                                                 | TypeScript         |        -82 |        -11 |        -10 |       -103 |
| e:\MyDrive\my-drive\src\main\model\menu\index.ts                                       | TypeScript         |         -9 |          0 |         -5 |        -14 |
| e:\MyDrive\my-drive\src\main\plugins\auto-import.ts                                    | TypeScript         |         -8 |          0 |         -3 |        -11 |
| e:\MyDrive\my-drive\src\main\plugins\componets.ts                                      | TypeScript         |         -8 |          0 |         -3 |        -11 |
| e:\MyDrive\my-drive\src\main\plugins\index.ts                                          | TypeScript         |         -6 |          0 |         -3 |         -9 |
| e:\MyDrive\my-drive\src\main\store\index.ts                                            | TypeScript         |         -3 |          0 |         -3 |         -6 |
| e:\MyDrive\my-drive\src\main\typings\ipc.d.ts                                          | TypeScript         |        -10 |         -1 |         -4 |        -15 |
| e:\MyDrive\my-drive\src\main\typings\menu.d.ts                                         | TypeScript         |         -1 |          0 |         -1 |         -2 |
| e:\MyDrive\my-drive\src\main\utils\api\common\index.ts                                 | TypeScript         |         -6 |          0 |         -3 |         -9 |
| e:\MyDrive\my-drive\src\main\utils\api\index.ts                                        | TypeScript         |         -4 |          0 |         -1 |         -5 |
| e:\MyDrive\my-drive\src\main\utils\api\log\index.ts                                    | TypeScript         |        -11 |         -4 |         -3 |        -18 |
| e:\MyDrive\my-drive\src\main\utils\api\os\index.ts                                     | TypeScript         |        -10 |         -4 |         -3 |        -17 |
| e:\MyDrive\my-drive\src\main\utils\api\ws\index.ts                                     | TypeScript         |        -15 |         -8 |         -4 |        -27 |
| e:\MyDrive\my-drive\src\main\utils\cos\api.ts                                          | TypeScript         |         -5 |          0 |         -3 |         -8 |
| e:\MyDrive\my-drive\src\main\utils\cos\index.ts                                        | TypeScript         |        -16 |          0 |         -5 |        -21 |
| e:\MyDrive\my-drive\src\main\utils\http\index.ts                                       | TypeScript         |        -27 |          0 |         -9 |        -36 |
| e:\MyDrive\my-drive\src\preload\api\handle\index.ts                                    | TypeScript         |        -32 |         -5 |         -7 |        -44 |
| e:\MyDrive\my-drive\src\preload\api\index.ts                                           | TypeScript         |         -9 |          0 |         -3 |        -12 |
| e:\MyDrive\my-drive\src\preload\api\on\context-menu.ts                                 | TypeScript         |        -30 |         -4 |         -5 |        -39 |
| e:\MyDrive\my-drive\src\preload\api\on\index.ts                                        | TypeScript         |        -35 |          0 |        -10 |        -45 |
| e:\MyDrive\my-drive\src\preload\index.d.ts                                             | TypeScript         |        -24 |         -2 |         -2 |        -28 |
| e:\MyDrive\my-drive\src\preload\index.ts                                               | TypeScript         |        -15 |         -6 |         -3 |        -24 |
| e:\MyDrive\my-drive\src\preload\typings\menu.d.ts                                      | TypeScript         |         -1 |          0 |         -1 |         -2 |
| e:\MyDrive\my-drive\src\renderer\auto-imports.d.ts                                     | TypeScript         |         -3 |         -5 |         -2 |        -10 |
| e:\MyDrive\my-drive\src\renderer\components.d.ts                                       | TypeScript         |        -44 |         -5 |         -2 |        -51 |
| e:\MyDrive\my-drive\src\renderer\index.html                                            | HTML               |        -15 |         -2 |         -2 |        -19 |
| e:\MyDrive\my-drive\src\renderer\src\App.vue                                           | Vue                |        -19 |          0 |         -5 |        -24 |
| e:\MyDrive\my-drive\src\renderer\src\assets\css\element-plus.scss                      | SCSS               |        -81 |         -6 |        -13 |       -100 |
| e:\MyDrive\my-drive\src\renderer\src\assets\css\font.css                               | CSS                |        -10 |         -1 |         -2 |        -13 |
| e:\MyDrive\my-drive\src\renderer\src\assets\css\scrollbar.scss                         | SCSS               |        -21 |          0 |         -4 |        -25 |
| e:\MyDrive\my-drive\src\renderer\src\assets\css\styles.css                             | CSS                |         -9 |         -3 |         -6 |        -18 |
| e:\MyDrive\my-drive\src\renderer\src\assets\css\theme.css                              | CSS                |        -66 |        -19 |         -9 |        -94 |
| e:\MyDrive\my-drive\src\renderer\src\assets\css\transition.css                         | CSS                |         -8 |          0 |         -2 |        -10 |
| e:\MyDrive\my-drive\src\renderer\src\assets\icons.svg                                  | SVG                |        -34 |          0 |         -1 |        -35 |
| e:\MyDrive\my-drive\src\renderer\src\components\Versions.vue                           | Vue                |        -12 |          0 |         -3 |        -15 |
| e:\MyDrive\my-drive\src\renderer\src\components\card\card.vue                          | Vue                |        -43 |          0 |         -3 |        -46 |
| e:\MyDrive\my-drive\src\renderer\src\components\menu\left-menu.vue                     | Vue                |        -63 |          0 |         -7 |        -70 |
| e:\MyDrive\my-drive\src\renderer\src\components\menu\menu-item.vue                     | Vue                |        -69 |          0 |         -6 |        -75 |
| e:\MyDrive\my-drive\src\renderer\src\components\menu\menu.vue                          | Vue                |        -14 |          0 |         -3 |        -17 |
| e:\MyDrive\my-drive\src\renderer\src\components\pagination\pagination-1.vue            | Vue                |       -139 |          0 |        -16 |       -155 |
| e:\MyDrive\my-drive\src\renderer\src\components\progress\circle-progress.vue           | Vue                |        -28 |          0 |         -3 |        -31 |
| e:\MyDrive\my-drive\src\renderer\src\composables\common\drag.ts                        | TypeScript         |        -28 |          0 |         -4 |        -32 |
| e:\MyDrive\my-drive\src\renderer\src\composables\common\navigate-to-view.ts            | TypeScript         |         -7 |          0 |         -2 |         -9 |
| e:\MyDrive\my-drive\src\renderer\src\composables\event-listener.ts                     | TypeScript         |        -10 |          0 |         -3 |        -13 |
| e:\MyDrive\my-drive\src\renderer\src\composables\menu\index.ts                         | TypeScript         |        -23 |          0 |         -5 |        -28 |
| e:\MyDrive\my-drive\src\renderer\src\composables\mouse.ts                              | TypeScript         |        -13 |          0 |         -3 |        -16 |
| e:\MyDrive\my-drive\src\renderer\src\composables\server\index.ts                       | TypeScript         |          0 |        -49 |        -10 |        -59 |
| e:\MyDrive\my-drive\src\renderer\src\directive\code-line.ts                            | TypeScript         |        -39 |        -12 |        -10 |        -61 |
| e:\MyDrive\my-drive\src\renderer\src\layouts\common\common-layouts.vue                 | Vue                |         -5 |          0 |         -3 |         -8 |
| e:\MyDrive\my-drive\src\renderer\src\main.ts                                           | TypeScript         |        -13 |          0 |         -3 |        -16 |
| e:\MyDrive\my-drive\src\renderer\src\plugins\i18n\index.json                           | JSON               |       -206 |          0 |         -1 |       -207 |
| e:\MyDrive\my-drive\src\renderer\src\plugins\i18n\index.ts                             | TypeScript         |        -12 |          0 |         -4 |        -16 |
| e:\MyDrive\my-drive\src\renderer\src\plugins\index.ts                                  | TypeScript         |        -12 |          0 |         -4 |        -16 |
| e:\MyDrive\my-drive\src\renderer\src\plugins\pinia\index.ts                            | TypeScript         |         -7 |          0 |         -3 |        -10 |
| e:\MyDrive\my-drive\src\renderer\src\plugins\style\index.ts                            | TypeScript         |         -5 |          0 |         -2 |         -7 |
| e:\MyDrive\my-drive\src\renderer\src\plugins\terminal\index.ts                         | TypeScript         |         -2 |         -3 |         -2 |         -7 |
| e:\MyDrive\my-drive\src\renderer\src\router\index.ts                                   | TypeScript         |        -79 |         -6 |         -4 |        -89 |
| e:\MyDrive\my-drive\src\renderer\src\store\config\index.ts                             | TypeScript         |        -83 |         -5 |        -15 |       -103 |
| e:\MyDrive\my-drive\src\renderer\src\store\index.ts                                    | TypeScript         |         -2 |          0 |         -1 |         -3 |
| e:\MyDrive\my-drive\src\renderer\src\store\server\server-info.ts                       | TypeScript         |       -146 |        -41 |        -18 |       -205 |
| e:\MyDrive\my-drive\src\renderer\src\typings\cos.d.ts                                  | TypeScript         |         -9 |          0 |         -2 |        -11 |
| e:\MyDrive\my-drive\src\renderer\src\typings\env.d.ts                                  | TypeScript         |         -5 |         -2 |         -2 |         -9 |
| e:\MyDrive\my-drive\src\renderer\src\typings\menu.d.ts                                 | TypeScript         |         -3 |          0 |         -1 |         -4 |
| e:\MyDrive\my-drive\src\renderer\src\typings\os.d.ts                                   | TypeScript         |        -46 |          0 |         -6 |        -52 |
| e:\MyDrive\my-drive\src\renderer\src\typings\setting.d.ts                              | TypeScript         |         -3 |          0 |         -3 |         -6 |
| e:\MyDrive\my-drive\src\renderer\src\typings\vue-router.d.ts                           | TypeScript         |         -9 |          0 |         -2 |        -11 |
| e:\MyDrive\my-drive\src\renderer\src\utils\img\img.ts                                  | TypeScript         |         -9 |          0 |         -2 |        -11 |
| e:\MyDrive\my-drive\src\renderer\src\utils\img\index.ts                                | TypeScript         |        -16 |         -1 |         -6 |        -23 |
| e:\MyDrive\my-drive\src\renderer\src\utils\os\index.ts                                 | TypeScript         |        -17 |         -1 |         -3 |        -21 |
| e:\MyDrive\my-drive\src\renderer\src\utils\size\index.ts                               | TypeScript         |        -12 |         -3 |         -2 |        -17 |
| e:\MyDrive\my-drive\src\renderer\src\utils\store\index.ts                              | TypeScript         |        -10 |         -1 |         -3 |        -14 |
| e:\MyDrive\my-drive\src\renderer\src\utils\time\index.ts                               | TypeScript         |        -29 |         -5 |         -5 |        -39 |
| e:\MyDrive\my-drive\src\renderer\src\views\firewall\firewall.vue                       | Vue                |        -17 |          0 |         -5 |        -22 |
| e:\MyDrive\my-drive\src\renderer\src\views\home\components\header.vue                  | Vue                |        -99 |          0 |        -14 |       -113 |
| e:\MyDrive\my-drive\src\renderer\src\views\home\home.vue                               | Vue                |        -57 |         -1 |         -5 |        -63 |
| e:\MyDrive\my-drive\src\renderer\src\views\index\components\network-chart.vue          | Vue                |       -190 |       -242 |        -16 |       -448 |
| e:\MyDrive\my-drive\src\renderer\src\views\index\index.vue                             | Vue                |       -202 |       -244 |        -16 |       -462 |
| e:\MyDrive\my-drive\src\renderer\src\views\log\components\mysql-log.vue                | Vue                |        -96 |          0 |        -11 |       -107 |
