Date : 2024-03-25 20:54:35
Directory : e:\MyDrive\server-monitor
Total : 80 files,  5200 codes, 484 comments, 753 blanks, all 6437 lines

Languages
+--------------------+------------+------------+------------+------------+------------+
| language           | files      | code       | comment    | blank      | total      |
| src\preload (Files)                                                                      |          2 |          8 |          6 |          1 |         15 |
| src\preload\api                                                                          |          3 |         15 |         42 |          0 |         57 |
| src\preload\api (Files)                                                                  |          1 |          8 |          7 |          0 |         15 |
| src\preload\api\handle                                                                   |          1 |          3 |         28 |          0 |         31 |
| src\preload\api\on                                                                       |          1 |          4 |          7 |          0 |         11 |
| src\renderer                                                                             |         50 |        735 |        263 |         95 |      1,093 |
| src\renderer (Files)                                                                     |          1 |          9 |          0 |          0 |          9 |
| src\renderer\src                                                                         |         49 |        726 |        263 |         95 |      1,084 |
| src\renderer\src (Files)                                                                 |          1 |          2 |          7 |          0 |          9 |
| src\renderer\src\assets                                                                  |          2 |         12 |          3 |          1 |         16 |
| src\renderer\src\assets\css                                                              |          2 |         12 |          3 |          1 |         16 |
| src\renderer\src\components                                                              |         15 |        386 |         52 |         43 |        481 |
| src\renderer\src\components\card                                                         |          2 |       -495 |          7 |        -62 |       -550 |
| src\renderer\src\components\editor                                                       |          2 |         47 |         14 |         11 |         72 |
| src\renderer\src\components\explorer                                                     |          3 |         83 |          0 |         10 |         93 |
| src\renderer\src\components\icon                                                         |          2 |         44 |         10 |          6 |         60 |
| src\renderer\src\components\loading                                                      |          3 |        683 |         14 |         75 |        772 |
| src\renderer\src\components\menu                                                         |          1 |          1 |          7 |          0 |          8 |
| src\renderer\src\components\pagination                                                   |          1 |         18 |          0 |          2 |         20 |
| src\renderer\src\components\resize                                                       |          1 |          5 |          0 |          1 |          6 |
| src\renderer\src\composables                                                             |          7 |        256 |         46 |         51 |        353 |
| src\renderer\src\composables (Files)                                                     |          2 |        -23 |          0 |         -6 |        -29 |
| src\renderer\src\composables\common                                                      |          2 |         54 |         16 |         13 |         83 |
| src\renderer\src\composables\editor                                                      |          1 |        114 |         49 |         26 |        189 |
| src\renderer\src\composables\file                                                        |          1 |        111 |         30 |         28 |        169 |
| src\renderer\src\composables\server                                                      |          1 |          0 |        -49 |        -10 |        -59 |
| src\renderer\src\directive                                                               |          3 |          4 |        -11 |         -1 |         -8 |
| src\renderer\src\plugins                                                                 |          1 |         28 |          0 |          0 |         28 |
| src\renderer\src\plugins\i18n                                                            |          1 |         28 |          0 |          0 |         28 |
| src\renderer\src\store                                                                   |          3 |         17 |         -2 |          2 |         17 |
| src\renderer\src\store\config                                                            |          1 |         17 |          0 |          3 |         20 |
| src\renderer\src\store\firewall                                                          |          1 |          0 |         -2 |         -2 |         -4 |
| src\renderer\src\store\server                                                            |          1 |          0 |          0 |          1 |          1 |
| src\renderer\src\utils                                                                   |          3 |         65 |         22 |         11 |         98 |
| src\renderer\src\utils\common                                                            |          1 |          5 |          0 |          3 |          8 |
| src\renderer\src\utils\file                                                              |          1 |         59 |         15 |          8 |         82 |
| src\renderer\src\utils\windows                                                           |          1 |          1 |          7 |          0 |          8 |
| src\renderer\src\views                                                                   |         14 |        -44 |        146 |        -12 |         90 |
| src\renderer\src\views\editor                                                            |          1 |         46 |        -11 |          5 |         40 |
| src\renderer\src\views\file                                                              |          2 |         47 |          7 |          4 |         58 |
| src\renderer\src\views\file (Files)                                                      |          1 |        -23 |          7 |         -8 |        -24 |
| src\renderer\src\views\file\components                                                   |          1 |         70 |          0 |         12 |         82 |
| src\renderer\src\views\firewall                                                          |          2 |        -30 |          7 |         -5 |        -28 |
| src\renderer\src\views\firewall\components                                               |          2 |        -30 |          7 |         -5 |        -28 |
| src\renderer\src\views\home                                                              |          2 |         10 |        154 |          2 |        166 |
| src\renderer\src\views\home (Files)                                                      |          1 |          9 |          7 |          1 |         17 |
| src\renderer\src\views\home\components                                                   |          1 |          1 |        147 |          1 |        149 |
| src\renderer\src\views\index                                                             |          3 |         25 |          0 |          0 |         25 |
| src\renderer\src\views\index (Files)                                                     |          2 |         17 |          0 |          1 |         18 |
| src\renderer\src\views\index\components                                                  |          1 |          8 |          0 |         -1 |          7 |
| src\renderer\src\views\setting                                                           |          1 |         28 |          0 |          3 |         31 |
| src\renderer\src\views\setting\components                                                |          1 |         28 |          0 |          3 |         31 |
| src\renderer\src\views\test                                                              |          3 |       -170 |        -11 |        -21 |       -202 |
+------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| filename                                                                                 | language           | code       | comment    | blank      | total      |
+------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
| e:\MyDrive\server-monitor\.eslintrc.cjs                                                  | JavaScript         |         15 |          1 |          2 |         18 |
| e:\MyDrive\server-monitor\.prettierignore                                                | Ignore             |          6 |          0 |          1 |          7 |
| e:\MyDrive\server-monitor\.prettierrc.yaml                                               | YAML               |          4 |          0 |          1 |          5 |
| e:\MyDrive\server-monitor\1.js                                                           | JavaScript         |          3 |          7 |          3 |         13 |
| e:\MyDrive\server-monitor\README.md                                                      | Markdown           |         22 |          0 |         13 |         35 |
| e:\MyDrive\server-monitor\dev-app-update.yml                                             | YAML               |          3 |          0 |          1 |          4 |
| e:\MyDrive\server-monitor\electron-builder.yml                                           | YAML               |         43 |          0 |          1 |         44 |
| e:\MyDrive\server-monitor\electron.vite.config.ts                                        | TypeScript         |         25 |          0 |          2 |         27 |
| e:\MyDrive\server-monitor\package.json                                                   | JSON               |         77 |          0 |          1 |         78 |
| e:\MyDrive\server-monitor\pnpm-lock.yaml                                                 | YAML               |      4,147 |          0 |        624 |      4,771 |
| e:\MyDrive\server-monitor\src\main\index.ts                                              | TypeScript         |         -4 |          7 |         -1 |          2 |
| e:\MyDrive\server-monitor\src\main\ipc\handle\common.ts                                  | TypeScript         |          9 |          8 |          1 |         18 |
| e:\MyDrive\server-monitor\src\main\ipc\handle\file.ts                                    | TypeScript         |         14 |          7 |          3 |         24 |
| e:\MyDrive\server-monitor\src\main\ipc\index.ts                                          | TypeScript         |          0 |          7 |          0 |          7 |
| e:\MyDrive\server-monitor\src\main\ipc\on.ts                                             | TypeScript         |        -94 |        -15 |        -12 |       -121 |
| e:\MyDrive\server-monitor\src\main\ipc\on\file.ts                                        | TypeScript         |          4 |          1 |          2 |          7 |
| e:\MyDrive\server-monitor\src\main\ipc\on\index.ts                                       | TypeScript         |        101 |         15 |         10 |        126 |
| e:\MyDrive\server-monitor\src\main\model\menu\index.ts                                   | TypeScript         |         21 |          7 |          1 |         29 |
| e:\MyDrive\server-monitor\src\main\model\windows\index.ts                                | TypeScript         |        -20 |         -1 |         -6 |        -27 |
| e:\MyDrive\server-monitor\src\main\typings\ipc.d.ts                                      | TypeScript         |          6 |          7 |          0 |         13 |
| e:\MyDrive\server-monitor\src\main\utils\api\file\index.ts                               | TypeScript         |         14 |         19 |          2 |         35 |
| e:\MyDrive\server-monitor\src\main\utils\file\index.ts                                   | TypeScript         |         19 |         22 |          5 |         46 |
| e:\MyDrive\server-monitor\src\preload\api\handle\index.ts                                | TypeScript         |          3 |         28 |          0 |         31 |
| e:\MyDrive\server-monitor\src\preload\api\index.ts                                       | TypeScript         |          8 |          7 |          0 |         15 |
| e:\MyDrive\server-monitor\src\preload\api\on\index.ts                                    | TypeScript         |          4 |          7 |          0 |         11 |
| e:\MyDrive\server-monitor\src\preload\index.d.ts                                         | TypeScript         |          8 |          7 |          1 |         16 |
| e:\MyDrive\server-monitor\src\preload\index.ts                                           | TypeScript         |          0 |         -1 |          0 |         -1 |
| e:\MyDrive\server-monitor\src\renderer\components.d.ts                                   | TypeScript         |          9 |          0 |          0 |          9 |
| e:\MyDrive\server-monitor\src\renderer\src\assets\css\font.css                           | CSS                |          4 |          0 |          1 |          5 |
| e:\MyDrive\server-monitor\src\renderer\src\assets\css\theme.css                          | CSS                |          8 |          3 |          0 |         11 |
| e:\MyDrive\server-monitor\src\renderer\src\components\card\card-2.vue                    | Vue                |          1 |          0 |          0 |          1 |
| e:\MyDrive\server-monitor\src\renderer\src\components\card\social-card.vue               | Vue                |       -496 |          7 |        -62 |       -551 |
| e:\MyDrive\server-monitor\src\renderer\src\components\editor\custom-editor.vue           | Vue                |         40 |          7 |         10 |         57 |
| e:\MyDrive\server-monitor\src\renderer\src\components\editor\editor.vue                  | Vue                |          7 |          7 |          1 |         15 |
| e:\MyDrive\server-monitor\src\renderer\src\components\explorer\explorer-row.vue          | Vue                |         53 |          0 |          7 |         60 |
| e:\MyDrive\server-monitor\src\renderer\src\components\explorer\explorer.vue              | Vue                |         27 |          0 |          3 |         30 |
| e:\MyDrive\server-monitor\src\renderer\src\components\explorer\index.d.ts                | TypeScript         |          3 |          0 |          0 |          3 |
| e:\MyDrive\server-monitor\src\renderer\src\components\icon\arrow-right.vue               | Vue                |          5 |          0 |          3 |          8 |
| e:\MyDrive\server-monitor\src\renderer\src\components\icon\brand.vue                     | Vue                |         39 |         10 |          3 |         52 |
| e:\MyDrive\server-monitor\src\renderer\src\components\loading\loading-1.vue              | Vue                |         66 |          7 |          4 |         77 |
| e:\MyDrive\server-monitor\src\renderer\src\components\loading\loading-2.vue              | Vue                |        503 |          0 |         65 |        568 |
| e:\MyDrive\server-monitor\src\renderer\src\components\loading\loading-3.vue              | Vue                |        114 |          7 |          6 |        127 |
| e:\MyDrive\server-monitor\src\renderer\src\components\menu\left-menu.vue                 | Vue                |          1 |          7 |          0 |          8 |
| e:\MyDrive\server-monitor\src\renderer\src\components\pagination\pagination-1.vue        | Vue                |         18 |          0 |          2 |         20 |
| e:\MyDrive\server-monitor\src\renderer\src\components\resize\resize-layout.vue           | Vue                |          5 |          0 |          1 |          6 |
| e:\MyDrive\server-monitor\src\renderer\src\composables\common\drag.ts                    | TypeScript         |         10 |          7 |          2 |         19 |
| e:\MyDrive\server-monitor\src\renderer\src\composables\common\header.ts                  | TypeScript         |         44 |          9 |         11 |         64 |
| e:\MyDrive\server-monitor\src\renderer\src\composables\editor\editor.ts                  | TypeScript         |        114 |         49 |         26 |        189 |
| e:\MyDrive\server-monitor\src\renderer\src\composables\event-listener.ts                 | TypeScript         |        -10 |          0 |         -3 |        -13 |
| e:\MyDrive\server-monitor\src\renderer\src\composables\file\index.ts                     | TypeScript         |        111 |         30 |         28 |        169 |
| e:\MyDrive\server-monitor\src\renderer\src\composables\mouse.ts                          | TypeScript         |        -13 |          0 |         -3 |        -16 |
| e:\MyDrive\server-monitor\src\renderer\src\composables\server\index.ts                   | TypeScript         |          0 |        -49 |        -10 |        -59 |
| e:\MyDrive\server-monitor\src\renderer\src\directive\code-line.ts                        | TypeScript         |        -39 |        -12 |        -10 |        -61 |
| e:\MyDrive\server-monitor\src\renderer\src\directive\index.ts                            | TypeScript         |          6 |          0 |          3 |          9 |
| e:\MyDrive\server-monitor\src\renderer\src\directive\loading.ts                          | TypeScript         |         37 |          1 |          6 |         44 |
| e:\MyDrive\server-monitor\src\renderer\src\main.ts                                       | TypeScript         |          2 |          7 |          0 |          9 |
| e:\MyDrive\server-monitor\src\renderer\src\plugins\i18n\index.json                       | JSON               |         28 |          0 |          0 |         28 |
| e:\MyDrive\server-monitor\src\renderer\src\store\config\index.ts                         | TypeScript         |         17 |          0 |          3 |         20 |
| e:\MyDrive\server-monitor\src\renderer\src\store\firewall\index.ts                       | TypeScript         |          0 |         -2 |         -2 |         -4 |
| e:\MyDrive\server-monitor\src\renderer\src\store\server\server-info.ts                   | TypeScript         |          0 |          0 |          1 |          1 |
| e:\MyDrive\server-monitor\src\renderer\src\utils\common\index.ts                         | TypeScript         |          5 |          0 |          3 |          8 |
| e:\MyDrive\server-monitor\src\renderer\src\utils\file\index.ts                           | TypeScript         |         59 |         15 |          8 |         82 |
| e:\MyDrive\server-monitor\src\renderer\src\utils\windows\index.ts                        | TypeScript         |          1 |          7 |          0 |          8 |
| e:\MyDrive\server-monitor\src\renderer\src\views\editor\editor.vue                       | Vue                |         46 |        -11 |          5 |         40 |
| e:\MyDrive\server-monitor\src\renderer\src\views\file\components\file-list.vue           | Vue                |         70 |          0 |         12 |         82 |
| e:\MyDrive\server-monitor\src\renderer\src\views\file\file.vue                           | Vue                |        -23 |          7 |         -8 |        -24 |
| e:\MyDrive\server-monitor\src\renderer\src\views\firewall\components\add-rules.vue       | Vue                |        -12 |          7 |          0 |         -5 |
| e:\MyDrive\server-monitor\src\renderer\src\views\firewall\components\edit-rules.vue      | Vue                |        -18 |          0 |         -5 |        -23 |
| e:\MyDrive\server-monitor\src\renderer\src\views\home\components\header.vue              | Vue                |          1 |        147 |          1 |        149 |
| e:\MyDrive\server-monitor\src\renderer\src\views\home\home.vue                           | Vue                |          9 |          7 |          1 |         17 |
| e:\MyDrive\server-monitor\src\renderer\src\views\index\components\network-chart.vue      | Vue                |          8 |          0 |         -1 |          7 |
| e:\MyDrive\server-monitor\src\renderer\src\views\index\dashbard.vue                      | Vue                |         13 |          0 |          1 |         14 |
| e:\MyDrive\server-monitor\src\renderer\src\views\index\processor.vue                     | Vue                |          4 |          0 |          0 |          4 |
| e:\MyDrive\server-monitor\src\renderer\src\views\setting\components\personal-setting.vue | Vue                |         28 |          0 |          3 |         31 |
| e:\MyDrive\server-monitor\src\renderer\src\views\test\kid.vue                            | Vue                |        -13 |          0 |         -5 |        -18 |
| e:\MyDrive\server-monitor\src\renderer\src\views\test\test.vue                           | Vue                |        -75 |        -11 |         -5 |        -91 |
| e:\MyDrive\server-monitor\src\renderer\src\views\test\test2.vue                          | Vue                |        -82 |          0 |        -11 |        -93 |
| e:\MyDrive\server-monitor\tsconfig.json                                                  | JSON with Comments |         11 |          0 |          1 |         12 |
| e:\MyDrive\server-monitor\tsconfig.node.json                                             | JSON               |          8 |         40 |          1 |         49 |
| e:\MyDrive\server-monitor\tsconfig.web.json                                              | JSON               |          8 |         41 |          1 |         50 |
| Total                                                                                    |                    |      5,200 |        484 |        753 |      6,437 |
+------------------------------------------------------------------------------------------+--------------------+------------+------------+------------+------------+
