Date : 2024-03-23 15:26:12
Directory : e:\MyDrive\server-monitor\src
Total : 133 files,  7900 codes, 500 comments, 1027 blanks, all 9427 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| renderer\src\components\pagination                                                           |          1 |        139 |          0 |         16 |        155 |
| renderer\src\components\progress                                                             |          1 |         28 |          0 |          3 |         31 |
| renderer\src\components\resize                                                               |          1 |        112 |          0 |         17 |        129 |
| renderer\src\components\tabbed                                                               |          1 |        222 |          0 |         20 |        242 |
| renderer\src\composables                                                                     |          5 |         88 |         49 |         27 |        164 |
| renderer\src\composables (Files)                                                             |          2 |         23 |          0 |          6 |         29 |
| renderer\src\composables\common                                                              |          1 |         42 |          0 |          6 |         48 |
| renderer\src\composables\menu                                                                |          1 |         23 |          0 |          5 |         28 |
| renderer\src\composables\server                                                              |          1 |          0 |         49 |         10 |         59 |
| renderer\src\directive                                                                       |          1 |         39 |         12 |         10 |         61 |
| renderer\src\layouts                                                                         |          1 |          5 |          0 |          3 |          8 |
| renderer\src\layouts\common                                                                  |          1 |          5 |          0 |          3 |          8 |
| renderer\src\plugins                                                                         |          5 |        324 |          0 |         13 |        337 |
| renderer\src\plugins (Files)                                                                 |          1 |         10 |          0 |          3 |         13 |
| renderer\src\plugins\i18n                                                                    |          2 |        302 |          0 |          5 |        307 |
| renderer\src\plugins\pinia                                                                   |          1 |          7 |          0 |          3 |         10 |
| renderer\src\plugins\style                                                                   |          1 |          5 |          0 |          2 |          7 |
| renderer\src\router                                                                          |          1 |        102 |          1 |          4 |        107 |
| renderer\src\store                                                                           |          5 |        346 |        129 |         69 |        544 |
| renderer\src\store (Files)                                                                   |          1 |          4 |          0 |          1 |          5 |
| renderer\src\store\config                                                                    |          2 |        136 |         75 |         32 |        243 |
| renderer\src\store\firewall                                                                  |          1 |        120 |         33 |         15 |        168 |
| renderer\src\store\server                                                                    |          1 |         86 |         21 |         21 |        128 |
| renderer\src\typings                                                                         |          8 |        145 |          7 |         25 |        177 |
| renderer\src\utils                                                                           |          7 |        140 |          8 |         27 |        175 |
| renderer\src\utils\common                                                                    |          1 |         31 |          0 |          2 |         33 |
| renderer\src\utils\img                                                                       |          2 |         25 |          1 |          8 |         34 |
| renderer\src\utils\os                                                                        |          1 |         37 |          1 |          7 |         45 |
| renderer\src\utils\store                                                                     |          1 |         10 |          1 |          3 |         14 |
| renderer\src\utils\time                                                                      |          1 |         29 |          5 |          5 |         39 |
| renderer\src\utils\windows                                                                   |          1 |          8 |          0 |          2 |         10 |
| renderer\src\views                                                                           |         28 |      3,495 |         38 |        372 |      3,905 |
| renderer\src\views\editor                                                                    |          1 |         94 |         18 |         10 |        122 |
| renderer\src\views\file                                                                      |          2 |        243 |          0 |         28 |        271 |
| renderer\src\views\file (Files)                                                              |          1 |         91 |          0 |         15 |        106 |
| renderer\src\views\file\components                                                           |          1 |        152 |          0 |         13 |        165 |
| renderer\src\views\firewall                                                                  |          5 |        983 |          0 |        119 |      1,102 |
| renderer\src\views\firewall (Files)                                                          |          2 |        405 |          0 |         48 |        453 |
| renderer\src\views\firewall\components                                                       |          3 |        578 |          0 |         71 |        649 |
| renderer\src\views\home                                                                      |          2 |        194 |          1 |         22 |        217 |
| renderer\src\views\home (Files)                                                              |          1 |         78 |          1 |          8 |         87 |
| renderer\src\views\home\components                                                           |          1 |        116 |          0 |         14 |        130 |
| renderer\src\views\index                                                                     |          4 |        720 |          0 |         56 |        776 |
| renderer\src\views\index (Files)                                                             |          3 |        510 |          0 |         38 |        548 |
| renderer\src\views\index\components                                                          |          1 |        210 |          0 |         18 |        228 |
| renderer\src\views\log                                                                       |          4 |        343 |          1 |         35 |        379 |
| renderer\src\views\log (Files)                                                               |          1 |         61 |          1 |          6 |         68 |
| renderer\src\views\log\components                                                            |          3 |        282 |          0 |         29 |        311 |
| renderer\src\views\setting                                                                   |          5 |        528 |          0 |         57 |        585 |
| renderer\src\views\setting (Files)                                                           |          1 |         63 |          0 |         11 |         74 |
| renderer\src\views\setting\components                                                        |          4 |        465 |          0 |         46 |        511 |
| renderer\src\views\terminal                                                                  |          2 |        205 |          0 |         21 |        226 |
| renderer\src\views\terminal (Files)                                                          |          1 |         61 |          0 |         11 |         72 |
| renderer\src\views\terminal\components                                                       |          1 |        144 |          0 |         10 |        154 |
| renderer\src\views\test                                                                      |          3 |        185 |         18 |         24 |        227 |
+----------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| filename                                                                                     | language   | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
| e:\MyDrive\server-monitor\src\main\index.ts                                                  | TypeScript |         52 |         22 |         15 |         89 |
| e:\MyDrive\server-monitor\src\main\ipc\handle\common.ts                                      | TypeScript |         39 |          5 |          6 |         50 |
| e:\MyDrive\server-monitor\src\main\ipc\handle\file.ts                                        | TypeScript |         17 |          0 |          3 |         20 |
| e:\MyDrive\server-monitor\src\main\ipc\handle\firewall.ts                                    | TypeScript |         60 |          7 |         10 |         77 |
| e:\MyDrive\server-monitor\src\main\ipc\handle\index.ts                                       | TypeScript |          4 |          0 |          1 |          5 |
| e:\MyDrive\server-monitor\src\main\ipc\handle\server.ts                                      | TypeScript |         19 |          6 |          5 |         30 |
| e:\MyDrive\server-monitor\src\main\ipc\handle\utils.ts                                       | TypeScript |          5 |          0 |          3 |          8 |
| e:\MyDrive\server-monitor\src\main\ipc\index.ts                                              | TypeScript |          2 |          0 |          1 |          3 |
| e:\MyDrive\server-monitor\src\main\ipc\on.ts                                                 | TypeScript |         94 |         15 |         12 |        121 |
| e:\MyDrive\server-monitor\src\main\model\menu\index.ts                                       | TypeScript |         21 |          1 |          9 |         31 |
| e:\MyDrive\server-monitor\src\main\model\windows\index.ts                                    | TypeScript |         20 |          1 |          6 |         27 |
| e:\MyDrive\server-monitor\src\main\plugins\auto-import.ts                                    | TypeScript |          8 |          0 |          3 |         11 |
| e:\MyDrive\server-monitor\src\main\plugins\componets.ts                                      | TypeScript |          8 |          0 |          3 |         11 |
| e:\MyDrive\server-monitor\src\main\plugins\index.ts                                          | TypeScript |          6 |          0 |          3 |          9 |
| e:\MyDrive\server-monitor\src\main\store\index.ts                                            | TypeScript |          3 |          0 |          3 |          6 |
| e:\MyDrive\server-monitor\src\main\typings\config.d.ts                                       | TypeScript |          6 |          0 |          1 |          7 |
| e:\MyDrive\server-monitor\src\main\typings\env.d.ts                                          | TypeScript |          8 |          0 |          2 |         10 |
| e:\MyDrive\server-monitor\src\main\typings\ipc.d.ts                                          | TypeScript |         34 |          0 |          6 |         40 |
| e:\MyDrive\server-monitor\src\main\typings\menu.d.ts                                         | TypeScript |          1 |          0 |          1 |          2 |
| e:\MyDrive\server-monitor\src\main\utils\api\common\index.ts                                 | TypeScript |          6 |          0 |          3 |          9 |
| e:\MyDrive\server-monitor\src\main\utils\api\file\index.ts                                   | TypeScript |          9 |          0 |          3 |         12 |
| e:\MyDrive\server-monitor\src\main\utils\api\index.ts                                        | TypeScript |          5 |          0 |          1 |          6 |
| e:\MyDrive\server-monitor\src\main\utils\api\log\index.ts                                    | TypeScript |         11 |          4 |          3 |         18 |
| e:\MyDrive\server-monitor\src\main\utils\api\os\index.ts                                     | TypeScript |          5 |          4 |          3 |         12 |
| e:\MyDrive\server-monitor\src\main\utils\api\ws\index.ts                                     | TypeScript |         15 |          8 |          4 |         27 |
| e:\MyDrive\server-monitor\src\main\utils\http\index.ts                                       | TypeScript |         27 |          0 |          9 |         36 |
| e:\MyDrive\server-monitor\src\main\utils\tencent\api.ts                                      | TypeScript |          0 |         59 |          7 |         66 |
| e:\MyDrive\server-monitor\src\main\utils\tencent\client.ts                                   | TypeScript |         30 |          0 |          8 |         38 |
| e:\MyDrive\server-monitor\src\main\utils\tencent\firewall\api.ts                             | TypeScript |        112 |         44 |         14 |        170 |
| e:\MyDrive\server-monitor\src\main\utils\tencent\firewall\config.ts                          | TypeScript |         31 |          0 |          7 |         38 |
| e:\MyDrive\server-monitor\src\main\utils\tencent\firewall\index.ts                           | TypeScript |          1 |          0 |          1 |          2 |
| e:\MyDrive\server-monitor\src\main\utils\tencent\index.ts                                    | TypeScript |          1 |          0 |          1 |          2 |
| e:\MyDrive\server-monitor\src\main\utils\tencent\typings.d.ts                                | TypeScript |          5 |          0 |          1 |          6 |
| e:\MyDrive\server-monitor\src\preload\api\handle\index.ts                                    | TypeScript |         47 |          0 |          9 |         56 |
| e:\MyDrive\server-monitor\src\preload\api\index.ts                                           | TypeScript |          9 |          0 |          4 |         13 |
| e:\MyDrive\server-monitor\src\preload\api\on\index.ts                                        | TypeScript |         53 |          0 |          4 |         57 |
| e:\MyDrive\server-monitor\src\preload\index.d.ts                                             | TypeScript |         61 |         24 |          8 |         93 |
| e:\MyDrive\server-monitor\src\preload\index.ts                                               | TypeScript |         17 |          7 |          3 |         27 |
| e:\MyDrive\server-monitor\src\preload\typings\common.d.ts                                    | TypeScript |          7 |          0 |          1 |          8 |
| e:\MyDrive\server-monitor\src\preload\typings\menu.d.ts                                      | TypeScript |          1 |          0 |          1 |          2 |
| e:\MyDrive\server-monitor\src\renderer\auto-imports.d.ts                                     | TypeScript |          3 |          5 |          2 |         10 |
| e:\MyDrive\server-monitor\src\renderer\components.d.ts                                       | TypeScript |         43 |          5 |          2 |         50 |
| e:\MyDrive\server-monitor\src\renderer\index.html                                            | HTML       |         15 |          2 |          2 |         19 |
| e:\MyDrive\server-monitor\src\renderer\src\App.vue                                           | Vue        |          7 |          0 |          3 |         10 |
| e:\MyDrive\server-monitor\src\renderer\src\assets\css\element-plus.scss                      | SCSS       |        100 |          8 |         15 |        123 |
| e:\MyDrive\server-monitor\src\renderer\src\assets\css\font.css                               | CSS        |         18 |          1 |          5 |         24 |
| e:\MyDrive\server-monitor\src\renderer\src\assets\css\scrollbar.scss                         | SCSS       |         21 |          0 |          4 |         25 |
| e:\MyDrive\server-monitor\src\renderer\src\assets\css\styles.css                             | CSS        |          9 |          3 |          8 |         20 |
| e:\MyDrive\server-monitor\src\renderer\src\assets\css\theme.css                              | CSS        |         87 |         23 |          5 |        115 |
| e:\MyDrive\server-monitor\src\renderer\src\assets\css\transition.css                         | CSS        |          8 |          0 |          2 |         10 |
| e:\MyDrive\server-monitor\src\renderer\src\assets\icons.svg                                  | SVG        |         34 |          0 |          1 |         35 |
| e:\MyDrive\server-monitor\src\renderer\src\components\Versions.vue                           | Vue        |         12 |          0 |          3 |         15 |
| e:\MyDrive\server-monitor\src\renderer\src\components\card\card-2.vue                        | Vue        |        249 |          0 |         10 |        259 |
| e:\MyDrive\server-monitor\src\renderer\src\components\card\card.vue                          | Vue        |         43 |          0 |          3 |         46 |
| e:\MyDrive\server-monitor\src\renderer\src\components\card\social-card.vue                   | Vue        |        575 |          0 |         72 |        647 |
| e:\MyDrive\server-monitor\src\renderer\src\components\checkbox\checkbox-1.vue                | Vue        |        116 |          1 |         15 |        132 |
| e:\MyDrive\server-monitor\src\renderer\src\components\editor\custom-editor.vue               | Vue        |         49 |          0 |         12 |         61 |
| e:\MyDrive\server-monitor\src\renderer\src\components\editor\editor.vue                      | Vue        |         53 |          0 |         10 |         63 |
| e:\MyDrive\server-monitor\src\renderer\src\components\editor\index.ts                        | TypeScript |          5 |          0 |          2 |          7 |
| e:\MyDrive\server-monitor\src\renderer\src\components\editor\init.ts                         | TypeScript |         22 |          1 |          2 |         25 |
| e:\MyDrive\server-monitor\src\renderer\src\components\explorer\explorer-row.vue              | Vue        |        133 |          0 |         12 |        145 |
| e:\MyDrive\server-monitor\src\renderer\src\components\explorer\explorer.ts                   | TypeScript |         11 |          0 |          5 |         16 |
| e:\MyDrive\server-monitor\src\renderer\src\components\explorer\explorer.vue                  | Vue        |         77 |          0 |         17 |         94 |
| e:\MyDrive\server-monitor\src\renderer\src\components\explorer\index.d.ts                    | TypeScript |          6 |          0 |          2 |          8 |
| e:\MyDrive\server-monitor\src\renderer\src\components\menu\left-menu.vue                     | Vue        |         63 |          0 |          7 |         70 |
| e:\MyDrive\server-monitor\src\renderer\src\components\menu\menu-item.vue                     | Vue        |         69 |          0 |          6 |         75 |
| e:\MyDrive\server-monitor\src\renderer\src\components\menu\menu.vue                          | Vue        |         14 |          0 |          3 |         17 |
| e:\MyDrive\server-monitor\src\renderer\src\components\pagination\pagination-1.vue            | Vue        |        139 |          0 |         16 |        155 |
| e:\MyDrive\server-monitor\src\renderer\src\components\progress\circle-progress.vue           | Vue        |         28 |          0 |          3 |         31 |
| e:\MyDrive\server-monitor\src\renderer\src\components\resize\resize-layout.vue               | Vue        |        112 |          0 |         17 |        129 |
| e:\MyDrive\server-monitor\src\renderer\src\components\tabbed\tabbed.vue                      | Vue        |        222 |          0 |         20 |        242 |
| e:\MyDrive\server-monitor\src\renderer\src\composables\common\drag.ts                        | TypeScript |         42 |          0 |          6 |         48 |
| e:\MyDrive\server-monitor\src\renderer\src\composables\event-listener.ts                     | TypeScript |         10 |          0 |          3 |         13 |
| e:\MyDrive\server-monitor\src\renderer\src\composables\menu\index.ts                         | TypeScript |         23 |          0 |          5 |         28 |
| e:\MyDrive\server-monitor\src\renderer\src\composables\mouse.ts                              | TypeScript |         13 |          0 |          3 |         16 |
| e:\MyDrive\server-monitor\src\renderer\src\composables\server\index.ts                       | TypeScript |          0 |         49 |         10 |         59 |
| e:\MyDrive\server-monitor\src\renderer\src\directive\code-line.ts                            | TypeScript |         39 |         12 |         10 |         61 |
| e:\MyDrive\server-monitor\src\renderer\src\layouts\common\common-layouts.vue                 | Vue        |          5 |          0 |          3 |          8 |
| e:\MyDrive\server-monitor\src\renderer\src\main.ts                                           | TypeScript |         13 |          0 |          3 |         16 |
| e:\MyDrive\server-monitor\src\renderer\src\plugins\i18n\index.json                           | JSON       |        290 |          0 |          1 |        291 |
| e:\MyDrive\server-monitor\src\renderer\src\plugins\i18n\index.ts                             | TypeScript |         12 |          0 |          4 |         16 |
| e:\MyDrive\server-monitor\src\renderer\src\plugins\index.ts                                  | TypeScript |         10 |          0 |          3 |         13 |
| e:\MyDrive\server-monitor\src\renderer\src\plugins\pinia\index.ts                            | TypeScript |          7 |          0 |          3 |         10 |
| e:\MyDrive\server-monitor\src\renderer\src\plugins\style\index.ts                            | TypeScript |          5 |          0 |          2 |          7 |
| e:\MyDrive\server-monitor\src\renderer\src\router\index.ts                                   | TypeScript |        102 |          1 |          4 |        107 |
| e:\MyDrive\server-monitor\src\renderer\src\store\config\index.ts                             | TypeScript |         88 |         51 |         21 |        160 |
| e:\MyDrive\server-monitor\src\renderer\src\store\config\tencent.ts                           | TypeScript |         48 |         24 |         11 |         83 |
| e:\MyDrive\server-monitor\src\renderer\src\store\firewall\index.ts                           | TypeScript |        120 |         33 |         15 |        168 |
| e:\MyDrive\server-monitor\src\renderer\src\store\index.ts                                    | TypeScript |          4 |          0 |          1 |          5 |
| e:\MyDrive\server-monitor\src\renderer\src\store\server\server-info.ts                       | TypeScript |         86 |         21 |         21 |        128 |
| e:\MyDrive\server-monitor\src\renderer\src\typings\electron.d.ts                             | TypeScript |          5 |          0 |          1 |          6 |
| e:\MyDrive\server-monitor\src\renderer\src\typings\env.d.ts                                  | TypeScript |         14 |          2 |          4 |         20 |
| e:\MyDrive\server-monitor\src\renderer\src\typings\file.d.ts                                 | TypeScript |          8 |          0 |          1 |          9 |
| e:\MyDrive\server-monitor\src\renderer\src\typings\menu.d.ts                                 | TypeScript |          3 |          0 |          1 |          4 |
| e:\MyDrive\server-monitor\src\renderer\src\typings\os.d.ts                                   | TypeScript |         55 |          4 |          6 |         65 |
| e:\MyDrive\server-monitor\src\renderer\src\typings\setting.d.ts                              | TypeScript |          3 |          0 |          3 |          6 |
| e:\MyDrive\server-monitor\src\renderer\src\typings\tencent.d.ts                              | TypeScript |         47 |          1 |          7 |         55 |
| e:\MyDrive\server-monitor\src\renderer\src\typings\vue-router.d.ts                           | TypeScript |         10 |          0 |          2 |         12 |
| e:\MyDrive\server-monitor\src\renderer\src\utils\common\color.ts                             | TypeScript |         31 |          0 |          2 |         33 |
| e:\MyDrive\server-monitor\src\renderer\src\utils\img\img.ts                                  | TypeScript |          9 |          0 |          2 |         11 |
| e:\MyDrive\server-monitor\src\renderer\src\utils\img\index.ts                                | TypeScript |         16 |          1 |          6 |         23 |
| e:\MyDrive\server-monitor\src\renderer\src\utils\os\index.ts                                 | TypeScript |         37 |          1 |          7 |         45 |
| e:\MyDrive\server-monitor\src\renderer\src\utils\store\index.ts                              | TypeScript |         10 |          1 |          3 |         14 |
| e:\MyDrive\server-monitor\src\renderer\src\utils\time\index.ts                               | TypeScript |         29 |          5 |          5 |         39 |
| e:\MyDrive\server-monitor\src\renderer\src\utils\windows\index.ts                            | TypeScript |          8 |          0 |          2 |         10 |
| e:\MyDrive\server-monitor\src\renderer\src\views\editor\editor.vue                           | Vue        |         94 |         18 |         10 |        122 |
| e:\MyDrive\server-monitor\src\renderer\src\views\file\components\file-list.vue               | Vue        |        152 |          0 |         13 |        165 |
| e:\MyDrive\server-monitor\src\renderer\src\views\file\file.vue                               | Vue        |         91 |          0 |         15 |        106 |
| e:\MyDrive\server-monitor\src\renderer\src\views\firewall\components\add-rules.vue           | Vue        |        189 |          0 |         21 |        210 |
| e:\MyDrive\server-monitor\src\renderer\src\views\firewall\components\edit-rules.vue          | Vue        |        202 |          0 |         24 |        226 |
| e:\MyDrive\server-monitor\src\renderer\src\views\firewall\components\firewall-table.vue      | Vue        |        187 |          0 |         26 |        213 |
| e:\MyDrive\server-monitor\src\renderer\src\views\firewall\firewall-item.vue                  | Vue        |        329 |          0 |         36 |        365 |
| e:\MyDrive\server-monitor\src\renderer\src\views\firewall\firewall.vue                       | Vue        |         76 |          0 |         12 |         88 |
| e:\MyDrive\server-monitor\src\renderer\src\views\home\components\header.vue                  | Vue        |        116 |          0 |         14 |        130 |
| e:\MyDrive\server-monitor\src\renderer\src\views\home\home.vue                               | Vue        |         78 |          1 |          8 |         87 |
| e:\MyDrive\server-monitor\src\renderer\src\views\index\components\network-chart.vue          | Vue        |        210 |          0 |         18 |        228 |
| e:\MyDrive\server-monitor\src\renderer\src\views\index\dashbard.vue                          | Vue        |        136 |          0 |         12 |        148 |
| e:\MyDrive\server-monitor\src\renderer\src\views\index\index.vue                             | Vue        |        193 |          0 |         13 |        206 |
| e:\MyDrive\server-monitor\src\renderer\src\views\index\processor.vue                         | Vue        |        181 |          0 |         13 |        194 |
| e:\MyDrive\server-monitor\src\renderer\src\views\log\components\mysql-log.vue                | Vue        |        108 |          0 |         12 |        120 |
| e:\MyDrive\server-monitor\src\renderer\src\views\log\components\nginx-log.vue                | Vue        |        169 |          0 |         14 |        183 |
| e:\MyDrive\server-monitor\src\renderer\src\views\log\components\redis-log.vue                | Vue        |          5 |          0 |          3 |          8 |
| e:\MyDrive\server-monitor\src\renderer\src\views\log\log.vue                                 | Vue        |         61 |          1 |          6 |         68 |
| e:\MyDrive\server-monitor\src\renderer\src\views\setting\components\common-setting.vue       | Vue        |         66 |          0 |          6 |         72 |
| e:\MyDrive\server-monitor\src\renderer\src\views\setting\components\firewall-config-item.vue | Vue        |        113 |          0 |         11 |        124 |
| e:\MyDrive\server-monitor\src\renderer\src\views\setting\components\firewall-setting.vue     | Vue        |        161 |          0 |         20 |        181 |
| e:\MyDrive\server-monitor\src\renderer\src\views\setting\components\personal-setting.vue     | Vue        |        125 |          0 |          9 |        134 |
| e:\MyDrive\server-monitor\src\renderer\src\views\setting\setting.vue                         | Vue        |         63 |          0 |         11 |         74 |
| e:\MyDrive\server-monitor\src\renderer\src\views\terminal\components\terminal-item.vue       | Vue        |        144 |          0 |         10 |        154 |
| e:\MyDrive\server-monitor\src\renderer\src\views\terminal\terminal.vue                       | Vue        |         61 |          0 |         11 |         72 |
| e:\MyDrive\server-monitor\src\renderer\src\views\test\kid.vue                                | Vue        |         13 |          0 |          5 |         18 |
| e:\MyDrive\server-monitor\src\renderer\src\views\test\test.vue                               | Vue        |         90 |         18 |          8 |        116 |
| e:\MyDrive\server-monitor\src\renderer\src\views\test\test2.vue                              | Vue        |         82 |          0 |         11 |         93 |
| Total                                                                                        |            |      7,900 |        500 |      1,027 |      9,427 |
+----------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
